Timestamp,Vehicle_ID,Speed (Km/h),Distance (Km),SoC (%),Acceleration (m/s²),Braking (m/s²),Terrain,Temperature (°C),Wind Speed (km/h),Elevation (m),Weather
2025-04-22 12:00:00,EV103,42.42,3.53,57.92,0.5,0.64,Uphill,32.07,14.3,247.62,Foggy
2025-04-22 12:05:00,EV103,56.8,4.73,57.6,0.66,0.25,Flat,39.13,11.83,243.14,Cloudy
2025-04-22 12:10:00,EV103,55.76,4.65,57.4,0.31,0.35,Hilly,37.22,5.91,247.26,Foggy
2025-04-22 12:15:00,EV103,59.82,4.99,57.23,0.56,0.3,Uphill,35.91,5.04,245.93,Foggy
2025-04-22 12:20:00,EV103,58.41,4.87,57.09,0.48,0.5,Downhill,39.25,16.45,250.6,Rainy
2025-04-22 12:25:00,EV103,40.05,3.34,56.67,0.42,0.43,Hilly,25.92,12.2,253.91,Foggy
2025-04-22 12:30:00,EV103,35.94,3.0,56.25,0.73,0.62,Flat,35.47,14.57,258.37,Clear
2025-04-22 12:35:00,EV103,57.89,4.82,55.78,0.58,0.34,Flat,39.74,15.29,256.59,Sunny
2025-04-22 12:40:00,EV103,44.26,3.69,55.32,0.52,0.4,Flat,34.51,8.49,259.49,Rainy
2025-04-22 12:45:00,EV103,72.63,6.05,54.9,0.46,0.24,Uphill,37.69,6.61,256.23,Clear
2025-04-22 12:50:00,EV103,46.46,3.87,54.44,0.68,0.2,Downhill,25.24,7.12,253.79,Clear
2025-04-22 12:55:00,EV103,55.51,4.63,54.08,0.51,0.12,Uphill,26.27,13.98,252.31,Cloudy
2025-04-22 13:00:00,EV103,40.16,3.35,53.79,0.52,0.26,Hilly,34.43,16.15,251.47,Rainy
2025-04-22 13:05:00,EV103,35.33,2.94,53.46,0.35,0.29,Uphill,36.8,14.47,252.7,Sunny
2025-04-22 13:10:00,EV103,50.74,4.23,53.1,0.74,0.38,Flat,30.14,19.32,255.1,Rainy
2025-04-22 13:15:00,EV103,44.76,3.73,52.84,0.57,0.08,Uphill,37.07,17.5,255.5,Foggy
2025-04-22 13:20:00,EV103,55.15,4.6,52.38,0.38,0.0,Flat,26.3,18.62,258.08,Sunny
2025-04-22 13:25:00,EV103,55.02,4.59,52.18,0.73,0.79,Uphill,34.83,5.18,257.36,Foggy
2025-04-22 13:30:00,EV103,43.9,3.66,52.05,0.37,0.45,Uphill,25.86,17.83,260.48,Clear
2025-04-22 13:35:00,EV103,39.03,3.25,51.66,0.08,0.4,Uphill,31.49,19.85,260.68,Rainy
2025-04-22 13:40:00,EV103,40.71,3.39,51.34,0.67,0.18,Hilly,25.39,15.95,256.19,Cloudy
2025-04-22 13:45:00,EV103,31.66,2.64,51.09,1.03,0.36,Flat,33.64,13.6,260.97,Cloudy
2025-04-22 13:50:00,EV103,36.8,3.07,50.77,0.61,0.25,Uphill,36.92,12.72,258.22,Cloudy
2025-04-22 13:55:00,EV103,40.42,3.37,50.35,0.5,0.16,Flat,27.34,14.85,256.27,Rainy
2025-04-22 14:00:00,EV103,44.77,3.73,50.09,0.52,0.13,Uphill,39.0,6.75,256.34,Rainy
2025-04-22 14:05:00,EV103,47.95,4.0,49.82,0.1,0.12,Downhill,38.5,14.42,261.18,Foggy
2025-04-22 14:10:00,EV103,37.3,3.11,49.56,0.53,0.04,Downhill,33.49,19.08,265.59,Sunny
2025-04-22 14:15:00,EV103,29.81,2.48,49.24,0.51,0.56,Uphill,32.11,8.43,269.12,Foggy
2025-04-22 14:20:00,EV103,40.88,3.41,48.99,0.74,0.35,Uphill,31.93,10.34,271.05,Clear
2025-04-22 14:25:00,EV103,50.49,4.21,48.79,0.72,0.54,Uphill,26.92,18.76,276.0,Foggy
2025-04-22 14:30:00,EV103,57.68,4.81,48.5,0.18,0.61,Downhill,29.31,11.16,276.1,Clear
2025-04-22 14:35:00,EV103,45.49,3.79,48.34,1.0,0.19,Flat,39.03,15.22,280.74,Foggy
2025-04-22 14:40:00,EV103,33.51,2.79,48.08,0.29,0.0,Hilly,28.4,13.59,283.93,Clear
2025-04-22 14:45:00,EV103,38.97,3.25,47.95,0.41,0.31,Downhill,32.55,17.94,283.99,Cloudy
2025-04-22 14:50:00,EV103,36.61,3.05,47.79,0.63,0.34,Uphill,29.84,15.81,282.99,Foggy
2025-04-22 14:55:00,EV103,43.61,3.63,47.52,0.72,0.43,Uphill,38.91,5.66,285.35,Sunny
2025-04-22 15:00:00,EV103,44.51,3.71,47.33,0.15,0.34,Flat,27.6,6.8,281.47,Rainy
2025-04-22 15:05:00,EV103,25.42,2.12,46.98,0.1,0.23,Uphill,37.79,14.6,276.79,Clear
2025-04-22 15:10:00,EV103,42.15,3.51,46.63,0.59,0.34,Uphill,34.81,9.11,278.45,Cloudy
2025-04-22 15:15:00,EV103,48.25,4.02,46.23,0.63,0.62,Downhill,31.05,9.03,281.7,Rainy
2025-04-22 15:20:00,EV103,39.1,3.26,45.85,0.51,0.32,Downhill,26.4,18.35,286.24,Rainy
2025-04-22 15:25:00,EV103,49.85,4.15,45.36,0.54,0.54,Downhill,39.37,16.23,285.8,Sunny
2025-04-22 15:30:00,EV103,50.1,4.18,45.17,0.47,0.3,Uphill,39.91,19.73,283.57,Cloudy
2025-04-22 15:35:00,EV103,45.07,3.76,44.8,0.59,0.33,Flat,36.34,6.75,281.84,Cloudy
2025-04-22 15:40:00,EV103,27.64,2.3,44.37,0.61,0.16,Uphill,26.15,16.31,278.0,Sunny
2025-04-22 15:45:00,EV103,49.99,4.17,44.25,0.68,0.41,Hilly,25.97,9.07,273.71,Clear
2025-04-22 15:50:00,EV103,47.92,3.99,43.85,0.45,0.04,Hilly,29.86,9.25,276.9,Sunny
2025-04-22 15:55:00,EV103,35.22,2.94,43.58,0.84,0.11,Flat,37.45,18.86,280.02,Clear
2025-04-22 16:00:00,EV103,37.55,3.13,43.38,0.07,0.18,Flat,35.53,19.19,280.24,Rainy
2025-04-22 16:05:00,EV103,47.64,3.97,43.02,0.13,0.2,Downhill,33.25,19.11,276.5,Sunny
2025-04-22 16:10:00,EV103,43.81,3.65,42.84,0.77,0.03,Uphill,25.28,14.15,272.99,Cloudy
2025-04-22 16:15:00,EV103,35.19,2.93,42.67,0.77,0.58,Hilly,31.33,9.41,277.83,Clear
2025-04-22 16:20:00,EV103,44.35,3.7,42.27,0.02,0.22,Downhill,34.22,19.19,273.51,Cloudy
2025-04-22 16:25:00,EV103,43.54,3.63,42.15,0.43,0.56,Hilly,31.26,16.18,275.7,Clear
2025-04-22 16:30:00,EV103,47.33,3.94,41.96,0.18,0.02,Downhill,36.22,7.04,278.35,Clear
2025-04-22 16:35:00,EV103,34.91,2.91,41.49,0.43,0.0,Uphill,35.77,14.67,282.26,Foggy
2025-04-22 16:40:00,EV103,39.82,3.32,41.01,0.44,0.32,Flat,27.58,13.27,278.66,Rainy
2025-04-22 16:45:00,EV103,52.75,4.4,40.81,0.43,0.2,Flat,30.9,13.14,274.02,Sunny
2025-04-22 16:50:00,EV103,50.11,4.18,40.69,0.6,0.32,Flat,32.19,5.48,272.77,Cloudy
2025-04-22 16:55:00,EV103,43.84,3.65,40.42,0.49,0.57,Uphill,36.23,5.58,272.87,Sunny
2025-04-22 17:00:00,EV103,43.26,3.6,40.02,0.65,0.45,Hilly,35.01,5.64,271.32,Foggy
2025-04-22 17:05:00,EV103,38.66,3.22,39.59,0.45,0.19,Flat,32.18,8.05,269.17,Rainy
2025-04-22 17:10:00,EV103,38.42,3.2,39.33,0.09,0.0,Hilly,25.96,10.83,264.83,Sunny
2025-04-22 17:15:00,EV103,40.57,3.38,39.21,0.41,0.77,Uphill,28.2,5.79,263.77,Cloudy
2025-04-22 17:20:00,EV103,46.32,3.86,38.87,0.71,0.57,Flat,26.55,8.48,258.94,Rainy
2025-04-22 17:25:00,EV103,32.77,2.73,38.45,0.29,0.25,Flat,39.96,7.86,255.88,Sunny
2025-04-22 17:30:00,EV103,41.33,3.44,38.19,0.62,0.0,Downhill,29.05,15.16,254.95,Cloudy
2025-04-22 17:35:00,EV103,69.54,5.8,38.08,0.89,0.45,Hilly,30.31,17.04,250.94,Clear
2025-04-22 17:40:00,EV103,50.43,4.2,37.71,0.76,0.33,Downhill,27.81,12.44,247.49,Foggy
2025-04-22 17:45:00,EV103,55.16,4.6,37.48,0.55,0.28,Uphill,28.49,16.72,247.13,Clear
2025-04-22 17:50:00,EV103,38.36,3.2,37.05,0.47,0.03,Uphill,25.88,17.3,247.06,Sunny
2025-04-22 17:55:00,EV103,52.34,4.36,36.7,0.19,0.0,Uphill,28.31,5.52,247.2,Cloudy
2025-04-22 18:00:00,EV103,53.21,4.43,36.23,0.85,0.25,Downhill,33.92,15.92,246.96,Foggy
2025-04-22 18:05:00,EV103,40.18,3.35,36.03,0.77,0.19,Flat,34.58,7.34,251.32,Cloudy
2025-04-22 18:10:00,EV103,36.27,3.02,35.59,0.66,0.16,Uphill,39.97,12.18,254.56,Clear
2025-04-22 18:15:00,EV103,44.39,3.7,35.24,0.17,0.12,Downhill,36.49,17.78,250.1,Clear
2025-04-22 18:20:00,EV103,29.57,2.46,34.96,0.61,0.08,Uphill,29.22,13.71,254.98,Rainy
2025-04-22 18:25:00,EV103,23.33,1.94,34.62,0.05,0.69,Downhill,32.59,16.0,259.81,Clear
2025-04-22 18:30:00,EV103,36.17,3.01,34.45,0.03,0.0,Downhill,29.94,11.61,260.1,Foggy
2025-04-22 18:35:00,EV103,37.49,3.12,34.17,0.6,0.17,Hilly,30.09,14.35,258.21,Sunny
2025-04-22 18:40:00,EV103,70.75,5.9,33.96,0.36,0.34,Flat,28.17,6.21,261.59,Foggy
2025-04-22 18:45:00,EV103,46.63,3.89,33.84,0.53,0.12,Hilly,37.9,7.75,264.39,Cloudy
2025-04-22 18:50:00,EV103,53.68,4.47,33.66,0.58,0.54,Downhill,38.99,19.92,261.57,Foggy
2025-04-22 18:55:00,EV103,57.12,4.76,33.22,0.42,0.04,Downhill,26.07,19.08,258.91,Sunny
2025-04-22 19:00:00,EV103,29.95,2.5,32.88,0.51,0.22,Hilly,28.16,5.75,254.78,Rainy
2025-04-22 19:05:00,EV103,60.51,5.04,32.63,0.24,0.55,Downhill,26.25,8.53,252.32,Sunny
2025-04-22 19:10:00,EV103,39.22,3.27,32.33,0.64,0.09,Flat,26.91,13.26,254.49,Rainy
2025-04-22 19:15:00,EV103,52.3,4.36,31.92,0.49,0.1,Uphill,30.03,6.69,258.58,Clear
2025-04-22 19:20:00,EV103,55.47,4.62,31.51,0.63,0.5,Uphill,37.85,13.56,262.29,Cloudy
2025-04-22 19:25:00,EV103,43.5,3.63,31.35,0.28,0.42,Downhill,36.51,8.06,265.41,Cloudy
2025-04-22 19:30:00,EV103,38.76,3.23,31.06,0.32,0.09,Uphill,33.74,6.66,263.69,Clear
2025-04-22 19:35:00,EV103,38.47,3.21,30.8,0.57,0.4,Downhill,30.24,15.45,261.27,Clear
2025-04-22 19:40:00,EV103,45.65,3.8,30.4,0.53,0.18,Hilly,32.33,12.89,260.27,Cloudy
2025-04-22 19:45:00,EV103,44.16,3.68,30.04,0.16,0.18,Downhill,31.7,14.48,259.73,Cloudy
2025-04-22 19:50:00,EV103,36.85,3.07,29.88,0.39,0.3,Flat,31.86,14.16,256.79,Sunny
2025-04-22 19:55:00,EV103,45.84,3.82,29.38,0.59,0.49,Hilly,30.87,16.21,261.3,Sunny
2025-04-22 20:00:00,EV103,43.18,3.6,29.02,0.64,0.12,Flat,26.32,15.3,258.81,Rainy
2025-04-22 20:05:00,EV103,63.85,5.32,28.69,0.28,0.06,Flat,32.66,19.96,261.48,Foggy
2025-04-22 20:10:00,EV103,43.64,3.64,28.26,0.65,0.27,Downhill,38.83,16.03,259.9,Rainy
2025-04-22 20:15:00,EV103,71.23,5.94,27.79,0.54,0.14,Flat,26.62,5.07,258.26,Sunny
2025-04-22 20:20:00,EV103,49.07,4.09,27.61,0.56,0.29,Uphill,29.21,15.62,254.52,Foggy
2025-04-22 20:25:00,EV103,49.33,4.11,27.34,0.5,0.26,Hilly,26.44,9.43,257.73,Sunny
2025-04-22 20:30:00,EV103,50.49,4.21,27.19,0.85,0.15,Hilly,37.32,19.31,259.92,Rainy
2025-04-22 20:35:00,EV103,41.42,3.45,26.8,0.35,0.12,Downhill,32.89,10.44,255.6,Foggy
2025-04-22 20:40:00,EV103,33.87,2.82,26.52,0.35,0.33,Downhill,35.95,7.57,258.64,Clear
2025-04-22 20:45:00,EV103,48.7,4.06,26.22,0.48,0.29,Flat,29.3,16.28,254.59,Cloudy
2025-04-22 20:50:00,EV103,42.28,3.52,25.92,0.27,0.24,Uphill,30.16,8.16,255.69,Clear
2025-04-22 20:55:00,EV103,53.33,4.44,25.68,0.63,0.44,Flat,29.37,10.85,258.48,Foggy
2025-04-22 21:00:00,EV103,30.41,2.53,25.23,0.59,0.27,Downhill,39.41,11.94,261.54,Cloudy
2025-04-22 21:05:00,EV103,49.2,4.1,24.85,0.51,0.35,Hilly,37.64,5.61,258.06,Foggy
2025-04-22 21:10:00,EV103,47.04,3.92,24.5,0.51,0.15,Hilly,32.82,13.06,256.59,Clear
2025-04-22 21:15:00,EV103,43.83,3.65,24.15,0.62,0.35,Hilly,25.59,7.0,257.69,Rainy
2025-04-22 21:20:00,EV103,42.11,3.51,24.02,0.61,0.34,Uphill,26.65,6.44,261.69,Clear
2025-04-22 21:25:00,EV103,45.12,3.76,23.76,0.44,0.22,Downhill,32.66,17.92,259.63,Cloudy
2025-04-22 21:30:00,EV103,44.55,3.71,23.36,0.45,0.63,Uphill,31.01,9.65,255.54,Rainy
2025-04-22 21:35:00,EV103,44.5,3.71,23.03,0.41,0.26,Uphill,37.13,7.55,253.52,Cloudy
2025-04-22 21:40:00,EV103,51.46,4.29,22.81,0.45,0.62,Uphill,27.83,7.27,249.18,Clear
2025-04-22 21:45:00,EV103,61.91,5.16,22.42,0.65,0.22,Hilly,34.69,5.73,251.49,Cloudy
2025-04-22 21:50:00,EV103,39.03,3.25,22.25,0.4,0.38,Flat,25.09,14.32,246.88,Rainy
2025-04-22 21:55:00,EV103,47.99,4.0,22.05,0.4,0.59,Hilly,39.64,16.57,243.92,Clear
2025-04-22 22:00:00,EV103,38.46,3.2,21.56,0.47,0.0,Flat,33.79,17.8,244.89,Rainy
2025-04-22 22:05:00,EV103,55.25,4.6,21.15,0.58,0.51,Flat,32.74,19.88,245.53,Clear
2025-04-22 22:10:00,EV103,43.32,3.61,20.9,0.49,0.13,Downhill,26.41,5.16,242.02,Sunny
2025-04-22 22:15:00,EV103,50.03,4.17,20.78,0.4,0.3,Hilly,26.47,19.02,240.42,Sunny
2025-04-22 22:20:00,EV103,43.78,3.65,20.45,0.53,0.47,Flat,28.58,15.54,240.77,Clear
2025-04-22 22:25:00,EV103,41.94,3.49,20.27,0.42,0.72,Flat,29.93,18.96,237.87,Clear
2025-04-22 22:30:00,EV103,41.45,3.45,20.01,0.63,0.04,Flat,26.74,13.31,238.88,Sunny
2025-04-22 22:35:00,EV103,36.12,3.01,19.59,0.68,0.12,Hilly,36.09,7.21,234.11,Clear
2025-04-22 06:00:00,EV104,45.26,3.77,90.23,0.4,0.59,Uphill,39.56,19.57,347.21,Rainy
2025-04-22 06:05:00,EV104,42.19,3.52,90.06,0.39,0.55,Hilly,26.63,10.05,348.68,Clear
2025-04-22 06:10:00,EV104,47.61,3.97,89.91,0.15,0.1,Downhill,28.27,5.75,347.34,Cloudy
2025-04-22 06:15:00,EV104,50.63,4.22,89.61,0.24,0.0,Uphill,28.95,13.17,347.37,Clear
2025-04-22 06:20:00,EV104,52.54,4.38,89.4,0.71,0.37,Downhill,36.75,5.13,346.92,Rainy
2025-04-22 06:25:00,EV104,51.15,4.26,89.05,0.33,0.34,Downhill,28.7,12.05,351.24,Cloudy
2025-04-22 06:30:00,EV104,43.17,3.6,88.8,0.76,0.3,Uphill,37.81,6.91,349.67,Sunny
2025-04-22 06:35:00,EV104,49.33,4.11,88.59,0.52,0.08,Flat,32.14,17.41,347.98,Rainy
2025-04-22 06:40:00,EV104,51.32,4.28,88.31,0.49,0.3,Uphill,32.22,6.15,347.62,Rainy
2025-04-22 06:45:00,EV104,43.44,3.62,87.89,0.8,0.07,Downhill,32.27,19.47,346.96,Foggy
2025-04-22 06:50:00,EV104,49.53,4.13,87.6,0.24,0.0,Uphill,39.77,14.23,348.32,Sunny
2025-04-22 06:55:00,EV104,60.72,5.06,87.41,0.51,0.32,Flat,29.78,12.24,347.53,Sunny
2025-04-22 07:00:00,EV104,26.36,2.2,87.29,0.48,0.35,Uphill,34.21,16.85,344.08,Cloudy
2025-04-22 07:05:00,EV104,30.8,2.57,86.93,0.3,0.45,Flat,25.94,11.43,342.28,Rainy
2025-04-22 07:10:00,EV104,42.23,3.52,86.69,0.53,0.0,Hilly,31.21,17.29,347.14,Rainy
2025-04-22 07:15:00,EV104,67.37,5.61,86.53,0.72,0.24,Uphill,38.1,12.07,344.0,Cloudy
2025-04-22 07:20:00,EV104,58.46,4.87,86.04,0.56,0.29,Hilly,30.73,19.44,348.64,Rainy
2025-04-22 07:25:00,EV104,48.89,4.07,85.65,0.22,0.43,Downhill,33.23,10.04,347.86,Clear
2025-04-22 07:30:00,EV104,43.81,3.65,85.16,0.56,0.31,Uphill,37.0,12.18,350.18,Cloudy
2025-04-22 07:35:00,EV104,54.61,4.55,84.99,0.89,0.49,Hilly,28.61,7.85,353.8,Rainy
2025-04-22 07:40:00,EV104,56.97,4.75,84.5,0.41,0.35,Uphill,26.46,7.32,351.5,Sunny
2025-04-22 07:45:00,EV104,52.49,4.37,84.29,0.52,0.24,Downhill,26.36,10.41,351.49,Clear
2025-04-22 07:50:00,EV104,46.55,3.88,83.98,0.56,0.23,Hilly,25.93,18.92,350.67,Foggy
2025-04-22 07:55:00,EV104,48.78,4.07,83.78,0.49,0.55,Hilly,37.67,5.51,349.54,Rainy
2025-04-22 08:00:00,EV104,46.83,3.9,83.31,0.15,0.36,Flat,36.79,8.47,347.47,Clear
2025-04-22 08:05:00,EV104,40.63,3.39,83.13,0.57,0.41,Flat,38.16,6.83,342.66,Cloudy
2025-04-22 08:10:00,EV104,43.88,3.66,82.9,0.41,0.28,Downhill,32.06,5.07,347.46,Cloudy
2025-04-22 08:15:00,EV104,37.9,3.16,82.77,0.28,0.4,Uphill,28.56,9.97,350.28,Sunny
2025-04-22 08:20:00,EV104,35.31,2.94,82.44,0.64,0.19,Downhill,32.99,5.81,347.5,Cloudy
2025-04-22 08:25:00,EV104,39.04,3.25,82.24,0.63,0.56,Downhill,26.35,11.96,349.48,Rainy
2025-04-22 08:30:00,EV104,52.75,4.4,81.81,0.45,0.52,Downhill,28.0,14.18,347.35,Clear
2025-04-22 08:35:00,EV104,45.73,3.81,81.46,0.28,0.52,Flat,35.34,9.77,350.51,Cloudy
2025-04-22 08:40:00,EV104,44.69,3.72,80.98,0.27,0.5,Hilly,38.98,9.58,347.36,Sunny
2025-04-22 08:45:00,EV104,48.44,4.04,80.67,0.36,0.09,Downhill,33.77,19.47,345.35,Clear
2025-04-22 08:50:00,EV104,38.78,3.23,80.44,0.67,0.07,Flat,25.22,17.31,344.43,Cloudy
2025-04-22 08:55:00,EV104,55.87,4.66,80.13,0.92,0.28,Flat,27.47,16.61,345.38,Rainy
2025-04-22 09:00:00,EV104,51.51,4.29,79.7,0.65,0.28,Downhill,27.49,13.65,346.01,Clear
2025-04-22 09:05:00,EV104,35.29,2.94,79.27,0.56,0.33,Flat,25.57,11.62,348.53,Rainy
2025-04-22 09:10:00,EV104,55.71,4.64,78.86,0.45,0.14,Downhill,31.0,18.58,353.22,Sunny
2025-04-22 09:15:00,EV104,51.04,4.25,78.52,0.57,0.19,Uphill,39.04,14.61,356.4,Cloudy
2025-04-22 09:20:00,EV104,38.12,3.18,78.28,0.54,0.36,Uphill,31.11,14.76,355.06,Rainy
2025-04-22 09:25:00,EV104,68.43,5.7,77.83,0.54,0.45,Flat,28.66,16.94,358.31,Rainy
2025-04-22 09:30:00,EV104,43.37,3.61,77.62,0.89,0.16,Downhill,38.7,10.14,354.61,Clear
2025-04-22 09:35:00,EV104,54.93,4.58,77.46,0.24,0.65,Downhill,27.8,13.85,351.31,Clear
2025-04-22 09:40:00,EV104,48.0,4.0,77.28,0.45,0.28,Uphill,26.64,16.65,354.07,Rainy
2025-04-22 09:45:00,EV104,35.17,2.93,77.15,0.37,0.22,Flat,29.36,14.22,355.95,Rainy
2025-04-22 09:50:00,EV104,28.29,2.36,76.77,0.46,0.26,Flat,31.17,18.7,356.91,Rainy
2025-04-22 09:55:00,EV104,43.27,3.61,76.67,0.7,0.42,Downhill,38.74,7.88,353.62,Sunny
2025-04-22 10:00:00,EV104,45.22,3.77,76.52,0.48,0.12,Hilly,29.48,10.45,358.48,Sunny
2025-04-22 10:05:00,EV104,46.49,3.87,76.2,0.57,0.24,Downhill,31.69,9.6,354.22,Cloudy
2025-04-22 10:10:00,EV104,46.87,3.91,75.91,0.37,0.33,Uphill,39.79,6.55,354.48,Sunny
2025-04-22 10:15:00,EV104,46.1,3.84,75.77,0.67,0.41,Downhill,27.07,16.61,352.81,Cloudy
2025-04-22 10:20:00,EV104,48.97,4.08,75.45,0.34,0.03,Flat,25.19,12.96,354.25,Clear
2025-04-22 10:25:00,EV104,34.47,2.87,75.22,0.45,0.53,Flat,31.2,11.58,349.83,Clear
2025-04-22 10:30:00,EV104,41.27,3.44,75.06,0.44,0.0,Downhill,27.48,16.16,349.42,Sunny
2025-04-22 10:35:00,EV104,46.12,3.84,74.65,0.63,0.46,Downhill,27.24,6.57,348.85,Sunny
2025-04-22 10:40:00,EV104,38.24,3.19,74.43,0.0,0.43,Flat,30.44,11.34,345.78,Sunny
2025-04-22 10:45:00,EV104,43.85,3.65,74.32,0.77,0.33,Hilly,35.57,11.43,345.41,Rainy
2025-04-22 10:50:00,EV104,58.96,4.91,73.83,0.56,0.28,Uphill,26.97,5.92,344.24,Rainy
2025-04-22 10:55:00,EV104,39.96,3.33,73.62,0.21,0.13,Uphill,34.61,18.63,347.34,Cloudy
2025-04-22 11:00:00,EV104,40.2,3.35,73.52,0.28,0.15,Downhill,34.4,18.99,351.75,Cloudy
2025-04-22 11:05:00,EV104,44.59,3.72,73.06,0.4,0.29,Downhill,27.43,15.02,352.58,Foggy
2025-04-22 11:10:00,EV104,37.12,3.09,72.91,0.17,0.3,Downhill,39.53,11.49,350.49,Foggy
2025-04-22 11:15:00,EV104,32.29,2.69,72.66,0.74,0.2,Downhill,36.19,15.5,352.68,Rainy
2025-04-22 11:20:00,EV104,40.44,3.37,72.24,0.45,0.67,Uphill,33.97,16.17,353.73,Clear
2025-04-22 11:25:00,EV104,58.47,4.87,71.79,0.21,0.23,Flat,27.56,10.4,351.75,Clear
2025-04-22 11:30:00,EV104,50.52,4.21,71.31,0.08,0.74,Downhill,37.59,5.06,348.6,Sunny
2025-04-22 11:35:00,EV104,51.19,4.27,70.88,0.76,0.36,Downhill,35.95,16.23,343.91,Sunny
2025-04-22 11:40:00,EV104,57.79,4.82,70.73,0.29,0.44,Flat,32.33,11.46,341.11,Foggy
2025-04-22 11:45:00,EV104,53.35,4.45,70.31,0.1,0.42,Downhill,38.12,9.8,340.94,Sunny
2025-04-22 11:50:00,EV104,44.81,3.73,70.03,0.6,0.21,Flat,33.18,5.94,343.18,Cloudy
2025-04-22 11:55:00,EV104,19.81,1.65,69.73,0.61,0.57,Hilly,39.75,12.47,347.04,Cloudy
2025-04-22 12:00:00,EV104,31.54,2.63,69.36,0.74,0.35,Downhill,30.44,9.94,345.48,Clear
2025-04-22 12:05:00,EV104,29.59,2.47,69.19,0.25,0.1,Downhill,27.85,19.75,344.2,Cloudy
2025-04-22 12:10:00,EV104,41.22,3.44,68.71,0.41,0.0,Hilly,28.8,9.1,344.51,Sunny
2025-04-22 12:15:00,EV104,46.68,3.89,68.55,0.45,0.57,Downhill,31.11,15.51,346.42,Cloudy
2025-04-22 12:20:00,EV104,29.92,2.49,68.4,0.4,0.35,Hilly,38.96,7.73,345.87,Foggy
2025-04-22 12:25:00,EV104,46.83,3.9,68.06,0.74,0.75,Hilly,37.24,14.62,343.75,Rainy
2025-04-22 12:30:00,EV104,59.13,4.93,67.89,0.36,0.13,Hilly,35.59,8.12,344.99,Clear
2025-04-22 12:35:00,EV104,21.66,1.8,67.42,0.66,0.19,Flat,36.9,19.62,347.26,Clear
2025-04-22 12:40:00,EV104,47.77,3.98,67.3,0.65,0.24,Hilly,25.25,12.87,347.47,Rainy
2025-04-22 12:45:00,EV104,34.22,2.85,66.81,0.52,0.52,Downhill,39.84,15.73,346.87,Cloudy
2025-04-22 12:50:00,EV104,48.84,4.07,66.54,0.44,0.11,Flat,33.63,5.86,344.69,Clear
2025-04-22 12:55:00,EV104,45.79,3.82,66.22,0.5,0.36,Hilly,31.82,17.97,341.85,Cloudy
2025-04-22 13:00:00,EV104,45.51,3.79,65.92,0.55,0.39,Downhill,35.19,11.19,339.06,Clear
2025-04-22 13:05:00,EV104,55.27,4.61,65.51,0.42,0.51,Downhill,27.45,18.35,343.27,Cloudy
2025-04-22 13:10:00,EV104,34.89,2.91,65.18,0.42,0.04,Uphill,25.96,9.35,346.14,Rainy
2025-04-22 13:15:00,EV104,51.55,4.3,64.95,0.93,0.37,Uphill,28.22,9.24,343.68,Clear
2025-04-22 13:20:00,EV104,42.8,3.57,64.74,1.06,0.56,Flat,27.94,9.06,339.48,Foggy
2025-04-22 13:25:00,EV104,49.06,4.09,64.63,0.78,0.55,Hilly,35.79,17.72,340.29,Cloudy
2025-04-22 13:30:00,EV104,51.43,4.29,64.18,0.77,0.42,Flat,33.4,12.93,341.99,Foggy
2025-04-22 13:35:00,EV104,33.12,2.76,63.74,0.67,0.3,Uphill,28.21,19.53,346.69,Foggy
2025-04-22 13:40:00,EV104,41.63,3.47,63.49,0.25,0.45,Uphill,30.1,11.34,350.23,Sunny
2025-04-22 13:45:00,EV104,42.29,3.52,63.24,0.21,0.27,Uphill,36.52,6.16,354.63,Rainy
2025-04-22 13:50:00,EV104,26.36,2.2,63.11,0.21,0.3,Flat,35.75,12.9,356.37,Rainy
2025-04-22 13:55:00,EV104,48.54,4.04,62.72,0.28,0.17,Hilly,32.92,12.41,353.48,Sunny
2025-04-22 14:00:00,EV104,42.78,3.56,62.33,0.07,0.34,Downhill,39.1,17.39,350.07,Cloudy
2025-04-22 14:05:00,EV104,26.42,2.2,61.93,0.62,0.61,Uphill,29.44,15.26,349.14,Cloudy
2025-04-22 14:10:00,EV104,59.58,4.97,61.52,0.38,0.03,Flat,36.3,18.36,346.12,Clear
2025-04-22 14:15:00,EV104,28.78,2.4,61.02,0.56,0.0,Downhill,33.52,18.96,347.85,Foggy
2025-04-22 14:20:00,EV104,41.34,3.45,60.83,0.68,0.46,Flat,30.47,19.01,352.51,Sunny
2025-04-22 14:25:00,EV104,46.74,3.9,60.56,0.7,0.27,Downhill,32.77,9.26,353.76,Clear
2025-04-22 14:30:00,EV104,44.88,3.74,60.24,0.41,0.5,Hilly,39.08,18.61,356.63,Rainy
2025-04-22 14:35:00,EV104,45.79,3.82,59.81,0.39,0.24,Hilly,36.53,18.68,357.2,Rainy
2025-04-22 14:40:00,EV104,56.65,4.72,59.48,0.36,0.39,Flat,36.53,18.07,352.66,Sunny
2025-04-22 14:45:00,EV104,36.81,3.07,59.14,0.32,0.42,Hilly,26.28,15.24,351.46,Sunny
2025-04-22 14:50:00,EV104,31.55,2.63,58.71,0.37,0.11,Flat,31.71,17.55,350.22,Cloudy
2025-04-22 14:55:00,EV104,37.31,3.11,58.3,0.67,0.42,Uphill,31.4,18.45,353.37,Foggy
